f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,label
0.0,0.0,0.3873596469805098,-0.0495706296009802,0.6293236414622043,-0.1485423819169933,0.8446834853513363,-0.130415189973104,1.0298314622488969,-0.195600901530994,0.4875988444352588,-0.9305197992991584,0.7141495508718859,-1.2618307836776337,0.8745152622991798,-1.4763357388700182,1.016069117461249,-1.6424533839604665,0.3429361074242549,-0.9393587313825852,0.7752019849981465,-0.8961093633347036,0.9325944200852636,-0.5690495040323739,0.9916590496506026,-0.2939837743691595,0.2225704336332657,-0.8077246164957703,0.6124848812238827,-0.7388600673957199,0.7995343845742794,-0.4401231046977512,0.8823084534883481,-0.2098581346766623,0.1391603999952529,-0.6044646046192544,0.4454427509586475,-0.5687399073285162,0.634962929279459,-0.4160122299937296,0.7462570250282129,-0.2730617815893453,D
0.0,0.0,0.3833724796551849,-0.0469965939969047,0.6251395398834145,-0.1524287051643467,0.8417144147136094,-0.1354520419719638,1.0288255121040175,-0.1994082258704987,0.4875259103236928,-0.9316564195840558,0.7139122967834222,-1.2704738766353647,0.8772702692293547,-1.4861510414703916,1.021156880094714,-1.650869519069345,0.3431474433800504,-0.9392815510280904,0.7720045318313763,-0.9053126952139696,0.9346830236314974,-0.5738799813055107,0.999883559816708,-0.2933770753434478,0.2229258665441125,-0.8073852943015289,0.61313320223838,-0.745318070230965,0.8004139427518003,-0.4462071844712384,0.8833100366485389,-0.2156002442112629,0.1394351135630684,-0.607373781885972,0.4463652940414546,-0.5766618379137032,0.6367568244561881,-0.4227633766985929,0.7485274856309886,-0.278685871912157,D
0.0,0.0,0.3839254284014609,-0.044407964676811,0.6259638494145404,-0.1483010073249313,0.8405329867564562,-0.1324207433530577,1.0248026817448863,-0.1979658919980307,0.485841933266421,-0.929597896464124,0.717675166112576,-1.2584027367594874,0.8811633373239145,-1.47015925245463,1.026053505111534,-1.6337874010951638,0.3429838751668162,-0.9393412912118544,0.7775057009088181,-0.8934622197816109,0.9365575942860505,-0.5661751301991644,0.9982795780799866,-0.2910293369122196,0.2241487316225497,-0.8082263054199155,0.6178570928155228,-0.7370459834197086,0.8031473066206456,-0.4383976472504257,0.8840344916737519,-0.2082904231081678,0.1423303072064519,-0.607494572386821,0.4486867398835324,-0.5685301035442367,0.6384053967951916,-0.4150485192660797,0.7510328852627375,-0.2726924303398346,D
0.0,0.0,0.3818252618421722,-0.0488551273348683,0.6261704555259668,-0.1496065386016203,0.8426417274164926,-0.1349190557473481,1.0231885382858363,-0.2124243684035504,0.4806402132683346,-0.9318070586546472,0.7113723151756236,-1.2627870594085555,0.8726082015518786,-1.473840278417108,1.01464726614084,-1.6378042235656762,0.3379119683363711,-0.9411777205475272,0.7698783406488046,-0.9057475524478495,0.9293981223299016,-0.5836685668497685,0.9886842451820624,-0.3092499163336344,0.2201331472070661,-0.8100735290246495,0.6100136949497126,-0.747435616369217,0.8010957455683632,-0.4527602668521998,0.8890165357738699,-0.2230059794924924,0.1405906904826807,-0.6045203342819142,0.4454947542401568,-0.5797470850570032,0.6342279321983922,-0.4304207827008156,0.7466525066788042,-0.287512711904519,D
0.0,0.0,0.3970289776279382,-0.0465002189363116,0.6487686694707439,-0.1582641493422095,0.8701986441006244,-0.1445989801884242,1.0496363521040866,-0.2045619131182342,0.4790059536891703,-0.9423031602699432,0.7118966267767918,-1.2866745851496673,0.8786746067190252,-1.503882833994166,1.0272936887809214,-1.6666351704070803,0.3368457638781992,-0.9415598394989628,0.7853577402975227,-0.90489291941991,0.9510092863278676,-0.5749285066900596,1.0170665629147828,-0.2964684281266063,0.222034015117233,-0.7984009509433826,0.6283884912049588,-0.7536202154555484,0.8230489430990126,-0.4603427651267314,0.9118332892030322,-0.2349139316374601,0.1488083296090804,-0.5846712918351465,0.4697866702997889,-0.5618889904814311,0.670339934299969,-0.4219474025889149,0.7910272236730039,-0.293122006882301,D
0.0,0.0,0.4130651201010177,-0.0466203538510784,0.6717352423147169,-0.1762414812879353,0.907707448489867,-0.1647056027921875,1.0969875023000997,-0.2018393430595217,0.4501981085514531,-0.9677278108373584,0.6962016196535544,-1.3342571564884167,0.8755740424166945,-1.5615916443357214,1.0334939338342082,-1.7229875611850058,0.3204125211679757,-0.9472781092576676,0.8088553674090189,-0.9287989197698272,0.9869827813876856,-0.6050066057331318,1.0637643376320636,-0.3221685774894331,0.2248458799350433,-0.7842541329139526,0.6703169397350618,-0.769606672228145,0.8721899266008065,-0.485120191456635,0.9605011588515168,-0.2618939130759103,0.1735462177056063,-0.5542467480370593,0.5118476581187233,-0.5554013508394475,0.7294099359378384,-0.4337284316570905,0.8614404485812417,-0.3205314961922166,D
0.0,0.0,0.410252670863463,-0.0606094360669794,0.6742438781401598,-0.2063479749564908,0.915539820128985,-0.2071326398582165,1.110811720219144,-0.2376860388715378,0.4269614393869417,-0.9752621551066436,0.670162175800801,-1.341661671775825,0.8414013978102508,-1.580309184484097,0.9963860529815456,-1.7508091247129078,0.3141565979024358,-0.9493711771453603,0.811635442257089,-0.9397090180474116,0.9933552014418774,-0.6385788577946575,1.0751839325566557,-0.3705007615361919,0.2415258213899208,-0.7758570567274846,0.7060650407482428,-0.7766391283080053,0.912432280376542,-0.5098339822867112,1.00135930210372,-0.2963569673378188,0.2162151916668593,-0.5343740251374454,0.5672193643842538,-0.5517468691266195,0.7836577669119675,-0.4360849286231769,0.9081075467928336,-0.3258615531609677,D
0.0,0.0,0.4394728999237451,-0.0533293915508154,0.6924412571783564,-0.2032492633510421,0.9276835202174276,-0.2045662284387779,1.1238579202969197,-0.2354686482808179,0.4276645270520408,-0.9731915890509342,0.6800736886562773,-1.35227571586213,0.8622157265317557,-1.6037099932721788,1.0165114526239227,-1.7888503840853345,0.3204989265398332,-0.9472488786410964,0.82898697120389,-0.9520856614432592,1.0245955008838648,-0.6639093003303614,1.1106187407826618,-0.4122784886400084,0.2649079074879336,-0.7632746221260283,0.7447673968511289,-0.7833621869652407,0.9549502412835406,-0.5224200075163864,1.035706918699283,-0.3246742602429539,0.2647048838681855,-0.5164498152279038,0.6299072011504688,-0.5494019392857566,0.8519623848005329,-0.4335523974344337,0.9754398670537336,-0.3261840514170258,D
0.0,0.0,0.4170955188992861,-0.0526794555596526,0.6767706119472935,-0.1799705406317112,0.9199943026894576,-0.1619468424140289,1.1027821082534792,-0.2082387890358034,0.4369294202474639,-0.9618856018816448,0.6815562001630644,-1.3162258219681895,0.8563218615526941,-1.5494069292135788,1.0120767551260752,-1.7187557031330425,0.335785774309442,-0.9419383810905088,0.8393675644615014,-0.9118962790163728,1.0129724058316054,-0.6163541737304925,1.080380481018992,-0.3654954605677472,0.2786239759078369,-0.7772563326511391,0.7429020940836157,-0.7757812715460084,0.943022958116737,-0.508245607675317,1.0213665867337207,-0.2993870603388118,0.2669616150165076,-0.5450703373224415,0.6153772819808526,-0.5678976167388182,0.8220928468764268,-0.44407317971004,0.9366000084549184,-0.3254943333190493,D
0.0,0.0,0.3985302337684577,-0.0263433264697427,0.6527742872370933,-0.1338235753682795,0.8871059885806094,-0.1033501690552176,1.0863466543164997,-0.125205903975987,0.4757328697300843,-0.930129510858718,0.7455886360578329,-1.2653853300307525,0.9346707015351232,-1.4690912543458523,1.0943399235026263,-1.6189941535174643,0.3784880280871889,-0.9256061865581232,0.8697317669572489,-0.8885454290647347,1.032473452995858,-0.5772582739898793,1.0902779937526057,-0.318439599461234,0.310475984775164,-0.7913879853117582,0.7574555933849242,-0.7550112153088109,0.9441052530997888,-0.4698053772233824,1.019416447688225,-0.2532043040722328,0.2752526090539303,-0.5818257116616764,0.6066764589934655,-0.6000845951718257,0.7993579545335547,-0.4611849429894697,0.908696306516398,-0.3338336004006752,D
